1,0.844386
2,1.41434
3,1.87631
4,2.08842
5,2.33406
6,2.32172
7,2.18983
8,2.6195
9,2.66332
10,2.82865
11,2.80074
12,2.27271
13,2.84806
14,2.85064
15,1.54234
16,1.6816
17,1.7049
18,1.78571
19,1.79712
20,1.77985
21,1.85635
22,1.88814
23,1.96896
24,1.89642
25,1.99028
26,2.00294
27,2.04807
28,2.10997
29,2.0557
30,2.16694
31,2.19365
32,2.18631
33,2.17977
34,2.26016
35,2.20421
36,2.34021
37,2.29293
38,2.33778
39,2.33164
40,2.39803
41,2.3849
42,2.36874
43,2.3226
44,2.35992
45,2.24881
46,2.16763
47,2.21183
48,2.10441
49,2.19555
50,2.24354
51,2.12224
52,2.16331
53,2.09814
54,2.2324
55,2.2142
56,2.18672
57,2.2916
58,2.16736
59,2.32546
60,2.3618
61,2.32314
62,2.29264
63,2.40195
64,2.36763
65,2.33335
66,2.39242
67,2.48395
68,2.26815
69,2.43414
70,2.33526
71,2.3851
72,2.4138
73,2.4036
74,2.38309
75,2.51708
76,2.56325
77,2.4511
78,2.44059
79,2.44643
80,2.62526
81,2.59961
82,2.71997
83,2.64219
84,2.7578
85,2.75338
86,2.75337
87,2.76509
88,2.792
89,2.64481
90,2.79876
91,2.73699
92,2.68562
93,2.76745
94,2.78778
95,2.72353
96,2.79432
97,2.72912
98,2.79867
99,2.83517
100,2.67504
101,2.84131
102,2.78008
103,2.75637
104,2.71298
105,2.88066
106,2.88667
107,2.80289
108,2.88096
109,2.8548
110,2.775
111,2.90886
112,2.83724
113,2.88414
114,2.81622
115,2.88631
116,2.91469
117,2.94443
118,2.95162
119,2.8981
120,2.86679
121,2.9443
122,2.92338
123,2.84069
124,2.969
125,2.96593
126,2.8861
127,2.93323
128,2.96205
129,2.89405
130,2.9687
131,2.88344
132,2.98346
133,2.9713
134,2.87757
135,2.96188
136,2.9816
137,2.98853
138,3.00989
139,2.92896
140,2.97272
141,2.98091
142,3.03091
143,2.93398
144,2.96047
145,2.95011
146,3.03018
147,3.0444
148,2.94168
149,3.03219
150,2.90932
151,2.97978
152,2.928
153,2.99058
154,3.02492
155,2.90563
156,2.99547
157,3.02648
158,2.93674
159,2.96213
160,2.98843
161,2.91805
162,2.98568
163,3.01033
164,2.92488
165,2.99911
166,3.02087
167,2.92315
168,2.9964
169,2.91879
170,3.00779
171,3.03961
172,3.01189
173,2.92398
174,3.00081
175,3.04224
176,2.92503
177,3.03248
178,3.03121
179,2.96881
180,3.0458
181,3.0373
182,3.06572
183,2.96462
184,3.03889
185,2.97134
186,3.05047
187,3.07102
188,2.99191
189,3.05574
190,3.06984
191,3.07374
192,2.98915
193,3.05735
194,2.99561
195,3.05672
196,3.08805
197,2.99176
