1,0.606609
2,1.09634
3,1.41738
4,1.75617
5,1.63708
6,1.86267
7,1.97662
8,3.84285
9,4.28315
10,4.33042
11,4.24676
12,4.25208
13,4.19481
14,3.72108
15,3.79519
16,6.77515
17,7.32132
18,6.91167
19,6.72118
20,6.44997
21,5.96525
22,5.47656
23,5.52425
24,6.83241
25,9.76262
26,8.94821
27,6.755
28,6.60333
29,8.30471
30,4.90523
31,6.69667
32,6.9226
33,11.874
34,10.7216
35,9.49238
36,10.0585
37,9.32082
38,8.48831
39,6.99309
40,12.5932
41,13.3966
42,10.4146
43,12.364
44,10.8131
45,11.3291
46,8.2261
47,9.50074
48,12.6397
49,10.6408
50,12.3078
51,12.1521
52,11.5049
53,11.3604
54,9.92685
55,9.85873
56,13.9031
57,13.6587
58,13.6069
59,9.30835
60,12.404
61,12.3923
62,10.9294
63,9.70655
64,14.7899
65,15.5635
66,13.8995
67,14.425
68,13.7237
69,12.5534
70,11.8394
71,10.5451
72,14.4664
73,14.8908
74,14.2567
75,14.3673
76,10.7276
77,13.5702
78,11.7094
79,11.5957
80,15.2974
81,15.8227
82,16.1661
83,13.9988
84,13.1144
85,12.107
86,11.7415
87,13.3975
88,17.9807
89,17.8288
90,16.1862
91,14.4612
92,15.6211
93,15.84
94,13.3006
95,13.5112
96,15.2862
97,16.8031
98,17.7693
99,17.5907
100,16.8592
101,15.9769
102,13.9225
103,13.3367
104,19.1409
105,17.3485
106,17.1518
107,17.0011
108,16.4115
109,16.0056
110,14.5896
111,12.349
112,19.0991
113,15.6755
114,17.7723
115,17.5715
116,17.1255
117,14.0786
118,15.0631
119,12.7846
120,20.3751
121,20.3516
122,19.967
123,15.7451
124,13.4764
125,18.5011
126,15.3207
127,14.3065
128,21.1416
129,19.5765
130,19.5397
131,16.2891
132,19.1949
133,18.6783
134,17.3794
135,13.038
136,16.2011
137,20.274
138,21.0005
139,19.0205
140,14.084
141,17.5797
142,16.6883
143,15.1124
144,21.9019
145,21.8451
146,20.9021
147,18.9656
148,19.1097
149,14.2457
150,17.4669
151,13.1481
152,22.4848
153,20.2729
154,21.9832
155,18.6265
156,20.7757
157,14.5061
158,18.6366
159,13.7347
160,22.3584
161,21.2831
162,20.8348
163,18.1346
164,16.5389
165,15.1353
166,18.3464
167,16.3188
168,20.2601
169,21.7355
170,21.3736
171,17.9948
172,18.3359
173,14.4179
174,16.7222
175,13.9746
176,22.2463
177,21.9179
178,21.6924
179,18.9443
180,18.6031
181,15.4687
182,18.5095
183,13.9726
184,22.5583
185,22.3364
186,22.0748
187,19.3089
188,20.5236
189,16.206
190,19.0316
191,14.6848
192,22.4859
